14,0.96,0.92,0.19,0.04,0.72,0.06,0,0.3,3.11,0.84,0.17445,1.722,0.48037,0.10797,0.0107,0.00059,0.00137,0.00947,0.1581,0.00034,0.00531,0.05119,0.00139,0.00038,0.00597,0.00322,0.01886,45
24,1.04,1.04,0.21,0.04,0.82,0.15,0,0.31,3.22,0.94,0.25737,1.833,0.49907,0.09648,0.012,0.00058,0.00215,0.01342,0.18339,0.0005,0.00573,0.05666,0.00152,0.00036,0.00644,0.00305,0.02028,48
14,,,,,,,,,3.5,1.03,0.3514,1.896,0.47928,0.08519,0.01142,0,0.00184,0.01097,0.16997,0.00043,0.00631,0.04566,0.00069,0.00052,0.00756,0.00293,0.02031,48
19,1.07,0.94,0.17,0.05,0.73,0.08,0,0.28,3.46,1.27,0.79953,2.335,0.53226,0.08772,0.01292,0.00093,0.00178,0.01341,0.20455,0.00057,0.00636,0.04496,0.00053,0.00072,0.00799,0.0039,0.02222,53
54,3.68,7.48,0.99,0.16,4.16,0.12,0,0.45,6.38,2.34,0.45634,5.444,0.67951,0.0772,0.016,0.00509,0.00427,0.03419,0.36521,0.00263,0.02304,0.19745,0.00696,0.00382,0.0265,0.00471,0.05094,92
56,3.56,6.29,0.77,0.21,3.63,0.2,0,0.25,6.34,2.71,0.64973,5.913,0.79097,0.08852,0.01109,0.00547,0.00267,0.02829,0.32028,0.00199,0.01392,0.16302,0.00551,0.00562,0.01947,0.00542,0.05811,99
51,3.63,6.18,0.9,0.22,3.68,0.22,0,0.19,6.7,2.49,0.27133,5.649,0.78976,0.08677,0.01047,0.00521,0.00317,0.02534,0.29297,0.00215,0.01034,0.12692,0.00435,0.0061,0.01825,0.00547,0.05696,102
59,3.17,5.44,0.94,0.24,3.36,0.32,0,0.19,8.64,3.07,0.50498,5.315,0.90922,0.08235,0.01377,0.00568,0.00411,0.02793,0.34408,0.0028,0.01322,0.13989,0.00508,0.00624,0.02416,0.00769,0.05734,107
59,3.19,5.76,1.07,0.24,3.53,0.25,0,0.19,8.36,3.3,0.26169,5.318,0.821,0.10199,0.01778,0.00554,0.00363,0.03153,0.3766,0.00219,0.01667,0.18099,0.00587,0.00677,0.022,0.0105,0.06372,105
42,2.82,5.42,0.76,0.31,2.96,0.21,0,0.11,4.99,2,0.33038,4.424,0.76259,0.04568,0.01111,0.00457,0.00233,0.02128,0.24767,0.00177,0.01141,0.11071,0.01349,0.00376,0.01667,0.00378,0.06052,73
41,2.76,5.42,0.67,0.28,2.95,0.35,0,0.1,5,1.92,0.40927,4.471,0.78281,0.04704,0.01386,0.00421,0.00234,0.02099,0.25363,0.00183,0.01039,0.10634,0.01478,0.00376,0.01471,0.00132,0.06072,79
45,2.73,5.06,0.54,0.22,2.82,0.3,0,0.11,5.46,2.08,0.17471,4.705,0.83841,0.02464,0.016,0.00483,0.00212,0.0206,0.26689,0.00191,0.00887,0.10157,0.01819,0.00393,0.01351,0.00036,0.06651,77
45,2.89,5.41,0.52,0.2,3,0.31,0,0.07,5.51,1.79,0.15955,4.577,0.83352,0.02813,0.01376,0.00561,0.00207,0.01888,0.26342,0.00173,0.00878,0.09233,0.01307,0.00397,0.01244,0.00179,0.06118,83
41,,,,,,,,,4.74,1.69,0.63621,4.202,0.79558,0.04036,0.01276,0.00331,0.0027,0.01675,0.27595,0.00121,0.00971,0.07434,0.00803,0.00349,0.01224,0.00427,0.05094,76
36,,,,,,,,,4.47,1.6,0.222,3.367,0.58776,0.06093,0.01697,0.00837,0.00425,0.03319,0.34632,0.00283,0.01735,0.13292,0.00298,0.00149,0.01504,0.00199,0.03618,78
33,2.23,4.08,0.52,0.17,2.23,0.32,0,0.09,3.95,1.73,0.12987,3.619,0.58747,0.05097,0.01335,0.00807,0.00412,0.02533,0.31093,0.0027,0.01199,0.11648,0.00428,0.00186,0.01336,0.00326,0.03713,75
35,2.41,4.48,0.59,0.16,2.5,0.21,0,0.09,4.54,1.62,0.13151,3.67,0.59322,0.04267,0.01184,0.00554,0.00383,0.0221,0.27787,0.00247,0.01169,0.08118,0.00456,0.00216,0.01535,0.00507,0.03597,73
23,,,,,,,,,3.39,1.05,0.68641,3.54,0.46506,0.09105,0.00775,0.00171,0.00106,0.0092,0.13822,0.00072,0.00754,0.08,0.00375,0.00123,0.01569,0.0016,0.03169,42
29,4.49,4.25,1.79,0.17,3.98,0.03,0,0.13,3.33,1.02,0.21057,3.466,0.47565,0.03846,0.00717,0.00218,0.00106,0.00984,0.12434,0.00097,0.00656,0.05134,0.00391,0.00109,0.01849,0.00255,0.03256,49
20,4.17,2.17,0.65,0.09,2.8,0,0,0,3.42,1.1,0.05863,3.27,0.30902,0.01262,0.0048,0.00086,0.00086,0.00435,0.09332,0.00032,0.00784,0.03205,0.00326,0.00058,0.01128,0.00501,0.02091,27
23,5.69,2.04,0.39,0.04,3.35,0,0,0,2.54,0.56,0.07247,4.324,0.28669,0.00341,0.0071,0,0.00079,0.00387,0.13943,0.00014,0.01244,0.07355,0.01833,0.00181,0.01066,0.01322,0.05818,23
29,5.6,2.44,1,0.04,3.9,0,0,0,6.39,0.9,0.34691,5.107,0.31649,0.00375,0.007,0,0.00049,0.00452,0.1243,8.00E-05,0.01862,0.05103,0.01572,0.00126,0.03905,0.01312,0.05348,43
20,4.66,2.08,0.7,0.04,3.14,0,0,0,2.11,0.62,0.6046,4.033,0.27944,0.00387,0.00614,0.00081,0.00057,0.00396,0.10766,0.00026,0.00968,0.05378,0.0103,0.00121,0.0188,0.01098,0.05021,22
20,5.72,2.68,0.45,0.05,3.39,0,0,0,2.04,0.53,0.55047,3.835,0.30464,0,0.0043,0.00068,0.00075,0.00304,0.09415,0.00042,0.0089,0.0353,0.00727,0.0021,0.00947,0.00952,0.02832,22
21,4.8,2.85,0.4,0.06,3.09,0,0,0,2.03,0.74,0.53532,3.974,0.29707,0.00373,0.00443,0.00103,0.00072,0.00281,0.08886,0.00043,0.00845,0.03178,0.00663,0.00222,0.00931,0.00996,0.02712,24
34,3.65,5.43,0.6,0.1,3.51,0,0,0,4.69,2.41,0.47269,3.454,0.52873,0.07458,0.01014,0.00193,0.00099,0.00805,0.24544,0.00081,0.01842,0.05796,0.00292,0.00239,0.01361,0.01828,0.02948,50
37,3.25,7.98,0.89,0.14,4.16,0.01,0,0.06,5.37,2.04,0.42829,3.049,0.56455,0.0465,0.00591,0.00253,0.00086,0.01132,0.17622,0.00096,0.01215,0.07498,0.00135,0.00222,0.01447,0.00967,0.02933,52
34,2.82,7.73,1.07,0.15,3.98,0.02,0,0.04,5.89,2.11,0.38514,2.747,0.49834,0.02693,0.00497,0.00179,0.00077,0.00876,0.12383,0.00086,0.01015,0.07316,0.00058,0.00167,0.01475,0.0062,0.02666,60
24,2.63,4.94,1.02,0.11,3.25,0.05,0,0.04,3.48,1.02,0.45552,2.417,0.37521,0.02032,0.00298,0.00091,0.00075,0.00416,0.06863,0.00055,0.00792,0.04323,0,0.00084,0.01202,0.00459,0.02188,35
29,2.53,4.6,0.64,0.12,2.87,0.03,0,0,3.35,1.02,0.60507,2.378,0.40805,0.01057,0.00417,0.00054,0.00058,0.00448,0.07483,0.0002,0.00583,0.03254,0,0.00057,0.0094,0.00283,0.01832,36
32,,,,,,,,,5.53,1.57,0.39724,3.528,0.63488,0.03738,0.01236,0.00053,0.0026,0.01877,0.21347,0.00084,0.00813,0.06111,0.0058,0.00131,0.00827,0.00366,0.03771,60
50,2.89,3.92,0.58,0.13,2.63,0.18,0,0.09,8.35,2.39,0.41999,4.049,0.82449,0.03812,0.0162,0.00075,0.00172,0.0172,0.25614,0.00048,0.01008,0.06185,0.00727,0.00158,0.01177,0.00644,0.05057,90
41,2.84,3.95,0.54,0.12,2.66,0.1,0,0.1,8.31,2.68,0.62637,3.973,0.82367,0.03311,0.01783,0.00079,0.00157,0.01802,0.26791,0.00059,0.01056,0.07595,0.00691,0.00157,0.01405,0.00856,0.05288,78
46,2.66,4.09,0.62,0.11,2.7,0.09,0,0.05,8.08,2.02,0.86276,4.018,0.85499,0.02567,0.01992,0.00057,0.0017,0.01437,0.24144,0.00043,0.00857,0.06867,0.00979,0.00192,0.01201,0.00813,0.05107,79
42,2.73,4.23,0.46,0.1,2.69,0.12,0,0.05,7.85,1.94,0.50061,4.039,0.86639,0.02701,0.02388,0.0008,0.00157,0.01071,0.22621,0.00048,0.00673,0.0579,0.01583,0.00195,0.01026,0.00393,0.05027,83
40,2.72,3.91,0.35,0.09,2.54,0.1,0,0.07,6.83,1.9,0.50308,4.18,0.85067,0.03241,0.02581,0.00176,0.00141,0.00965,0.30512,0.0005,0.00592,0.06042,0.02783,0.0019,0.00868,0.00281,0.05493,84
36,2.48,3.46,0.29,0.07,2.28,0.09,0,0.06,5.84,1.69,0.78949,3.791,0.74445,0.02333,0.01918,0.00173,0.00153,0.00877,0.26976,0.00055,0.00522,0.05633,0.02848,0.00145,0.00694,0.00189,0.04794,68
34,2.38,3.15,0.27,0.07,2.16,0.11,0,0.04,5.67,1.53,1.281,4.024,0.78284,0.02189,0.01852,0.00211,0.00166,0.00899,0.25317,0.0007,0.01266,0.05013,0.02376,0.00147,0.00714,0.00252,0.04672,71
33,2.25,2.91,0.24,0.07,2.01,0.08,0,0.02,5.21,1.55,1.029,3.791,0.69848,0.02631,0.01631,0.0028,0.00097,0.00856,0.22674,0.00082,0.00492,0.04642,0.02064,0.00169,0.00665,0.0014,0.04272,69
31,2,2.42,0.21,0.08,1.73,0.04,0,0.01,4.93,1.17,0.67666,3.325,0.61822,0.01805,0.01347,0.0015,0.00077,0.00747,0.14893,0.00056,0.00482,0.04061,0.00886,0.00148,0.00601,0.00188,0.03558,55
48,3.43,6.75,0.93,0.49,3.49,0.33,0.04,0.23,4.76,1.78,0.27162,4.596,0.8779,0.06851,0.00761,0.00377,0.00181,0.01819,0.21411,0.00121,0.01365,0.09023,0.00228,0.00286,0.01985,0.01973,0.03923,87
41,3.64,7.45,0.91,0.39,3.82,0.35,0.04,0.16,5.25,1.66,0.25424,4.92,1.01,0.06415,0.00852,0.00284,0.00177,0.01813,0.21175,0.00135,0.01263,0.09192,0.00378,0.00335,0.02415,0.0292,0.04668,87
58,,,,,,,,,6.55,2.14,0.2401,5.589,1.154,0.05222,0.01044,0.00473,0.00222,0.0237,0.25132,0.00194,0.02434,0.15487,0.00622,0.00411,0.02976,0.0341,0.05962,92
45,2.94,7.7,0.7,0.21,3.69,0.3,0,0,4.66,1.3,0.64712,3.723,0.83708,0.00777,0.00618,0.00432,0.00167,0.01522,0.20299,0.00138,0.01772,0.06643,0.00117,0.00278,0.01462,0.01194,0.04157,72
29,1.89,4.13,0.34,0.14,2.14,0.14,0,0,3.64,1.15,0.36146,2.715,0.60895,0.00568,0.00452,0.00191,0.00229,0.01079,0.15311,0.0009,0.00744,0.04337,0.00044,0.00196,0.00914,0.00912,0.02938,49
26,2.55,3.56,0.49,0.12,2.27,0.23,0.06,0,3.76,0.99,0.37874,2.672,0.486,0.06803,0.014,0.00122,0.00267,0.01216,0.18113,0.00043,0.00494,0.07603,0.00298,0.00052,0.00643,0.00424,0.0273,51
25,,,,,,,,,2.7,0.75,0.68738,2.328,0.43165,0.05257,0.01112,0.00034,0.00254,0.00947,0.18215,0.00051,0.0046,0.05121,0.00408,0.00046,0.00468,0.00362,0.02677,46
27,,,,,,,,,2.94,0.94,0.68316,2.114,0.41203,0.04375,0.01048,0.00033,0.00156,0.00699,0.16795,0.00022,0.00407,0.03958,0.00285,0.00043,0.00404,0.00249,0.0232,39
20,1.96,2.69,0.17,0.05,1.73,0.12,0.02,0.02,2,0.67,0.64284,1.943,0.37113,0.05262,0.00815,0.0005,0.0012,0.00658,0.18334,0.00018,0.00415,0.03352,0.00176,0.00042,0.00366,0.0024,0.02167,30
11,2.11,2.29,0.08,0.07,1.63,0.11,0,0.01,2.18,0.81,0.46053,2.002,0.35012,0.06837,0.01441,0.00072,0.00105,0.00703,0.16958,0.00029,0.00414,0.03178,0,0.00041,0.00349,0.00277,0.0214,44
12,2.08,1.72,0.09,0.08,1.46,0.13,0,0.01,2.69,0.27,0.20462,2.102,0.35495,0.08678,0.01001,0.00086,0.00104,0.00798,0.2039,0.00032,0.00457,0.04287,0.00236,0.0004,0.00407,0.00408,0.02628,45
21,3.07,4.55,0.34,0.44,2.74,0.13,0.03,0.16,2.03,0.57,0.71627,2.445,0.37989,0.0945,0.01211,0.00474,0.00118,0.01321,0.19384,0.00154,0.00763,0.05001,0,0.00112,0.00664,0.00249,0.01659,66
19,2.6,3.83,0.24,0.64,2.41,0.17,0.07,0.23,1.81,0.57,0.59701,2.302,0.38562,0.09382,0.0127,0.0039,0.00133,0.0125,0.19436,0.00133,0.00852,0.05677,0,0.00107,0.00714,0.00269,0.01612,53
20,2.48,3.56,0.21,0.55,2.29,0.19,0.06,0.21,1.84,0.39,0.28529,2.299,0.38572,0.06789,0.00936,0.00442,0.00088,0.01114,0.19393,0.00129,0.00611,0.04197,0,0.00081,0.00731,0.00363,0.01547,62
18,,,,,,,,,2.02,0.47,0.59316,2.935,0.4124,0.0536,0.00795,0.00446,0.00145,0.01074,0.16767,0.00139,0.00654,0.04128,0,0.00102,0.00758,0.0044,0.01828,60
21,2.8,3.82,0.29,0.44,2.51,0.19,0.06,0.18,2.16,0.7,0.71975,2.518,0.4097,0.04799,0.00812,0.00472,0.00096,0.00926,0.16159,0.00153,0.00617,0.03346,0,0.00096,0.00709,0.00544,0.01528,54
16,2.68,3.58,0.29,0.42,2.39,0.22,0.05,0.16,2.09,0.84,0.58547,2.554,0.39659,0.03653,0.00796,0.0041,0.00127,0.00835,0.15275,0.00123,0.0061,0.03726,0,0.00095,0.008,0.00494,0.01535,53
20,2.61,3.91,0.36,0.34,2.52,0.2,0.05,0.13,2.74,0.62,0.42666,2.421,0.38448,0.03265,0.00894,0.00325,0.00143,0.00791,0.15554,0.00119,0.0065,0.03922,0,0.00139,0.01361,0.00472,0.02556,47
25,2.53,4.7,0.98,0.31,2.98,0.2,0.04,0.12,1.67,0.7,0.65273,2.471,0.38606,0.02898,0.00822,0.00341,0.00168,0.00765,0.15777,0.00129,0.00734,0.04152,0,0.00119,0.01786,0.00515,0.02236,56
18,,,,,,,,,2.1,1.01,0.3245,2.41,0.38941,0.0281,0.01125,0.00305,0.00183,0.00822,0.21662,0.00144,0.01433,0.04786,0,0.00133,0.01527,0.01451,0.01943,50
23,2.41,4.88,0.4,0.26,2.75,0.17,0.04,0.1,2.04,0.94,0.31349,2.428,0.39275,0.02891,0.01251,0.00312,0.00149,0.00778,0.22674,0.00126,0.0162,0.0405,0,0.00125,0.01226,0.01669,0.01875,44
19,2.4,4.98,0.23,0.28,2.73,0.16,0.05,0.11,2.16,0.88,0.42119,2.536,0.43159,0.02269,0.01152,0.00312,0.00126,0.00736,0.19411,0.00114,0.02107,0.03487,0,0.00111,0.00928,0.01569,0.01616,48
20,2.4,5.5,0.16,0.28,2.82,0.16,0.04,0.11,1.92,0.7,0.12751,2.358,0.38566,0.02414,0.01142,0.00293,0.00107,0.00783,0.17257,0.00099,0.01102,0.03461,0,0.00104,0.00812,0.01149,0.016,46
27,2.44,5.66,0.12,0.28,2.87,0.18,0.04,0.11,2.1,0.92,0.11596,2.353,0.37567,0.02824,0.01386,0.00279,0.00076,0.00812,0.19402,0.00094,0.01209,0.03953,0,0.00108,0.00778,0.01434,0.01599,47
